image,cluster,dist_to_centroid
16060.jpg,19,0.7543
12786.jpg,3,0.6759
16567.jpg,7,0.7345
15543.jpg,6,0.5334
485.jpg,8,0.5921
8376.jpg,10,0.6116
5840.jpg,14,0.5487
21.jpg,10,0.6536
2612.jpg,2,0.7025
11515.jpg,4,0.7868
7733.jpg,19,0.6765
10935.jpg,7,0.6347
12753.jpg,19,0.6159
9692.jpg,7,0.6690
5439.jpg,3,0.6611
3.jpg,0,0.6855
10889.jpg,18,0.7056
40.jpg,4,0.6200
11457.jpg,0,0.5914
14833.jpg,3,0.5626
17873.jpg,1,0.6372
3796.jpg,8,0.4608
17535.jpg,9,0.6955
18651.jpg,11,0.5612
8274.jpg,3,0.5363
8577.jpg,8,0.6974
17360.jpg,13,0.6188
14851.jpg,14,0.4366
13830.jpg,9,0.6361
5448.jpg,17,0.8426
19127.jpg,19,0.7745
12023.jpg,4,0.6592
16136.jpg,1,0.7303
934.jpg,3,0.5933
11968.jpg,0,0.6492
15027.jpg,9,0.6104
4074.jpg,7,0.8420
4079.jpg,11,0.6800
256.jpg,13,0.5758
18674.jpg,4,0.6946
19391.jpg,0,0.6943
3880.jpg,2,0.7463
15486.jpg,8,0.5338
10809.jpg,8,0.4735
13918.jpg,7,0.7526
17012.jpg,19,0.6678
2669.jpg,11,0.5974
10976.jpg,13,0.5128
1014.jpg,14,0.3918
9965.jpg,8,0.5609
15355.jpg,0,0.6790
13749.jpg,13,0.5748
567.jpg,7,0.6125
1243.jpg,6,0.5880
5615.jpg,13,0.6380
14544.jpg,3,0.6471
15143.jpg,15,0.8396
15842.jpg,19,0.7076
1213.jpg,0,0.7651
10140.jpg,13,0.5037
18866.jpg,6,0.6534
5303.jpg,2,0.8238
9969.jpg,1,0.6228
13123.jpg,0,0.6740
12291.jpg,15,0.6995
16742.jpg,12,0.7666
195.jpg,15,0.5597
4524.jpg,4,0.6615
8275.jpg,19,0.6426
18917.jpg,2,0.9067
19955.jpg,13,0.4455
6845.jpg,0,0.7017
3896.jpg,15,0.6815
6369.jpg,12,0.6648
16289.jpg,6,0.5417
11290.jpg,5,0.8062
17047.jpg,7,0.6808
7356.jpg,19,0.6883
521.jpg,5,0.7267
10757.jpg,6,0.6117
17758.jpg,2,0.6909
10347.jpg,17,0.5931
8973.jpg,0,0.8193
11394.jpg,16,0.6543
7360.jpg,0,0.5287
15569.jpg,5,0.8669
902.jpg,14,0.7715
17630.jpg,16,0.6525
2202.jpg,5,0.7810
17177.jpg,6,0.5213
4630.jpg,4,0.7549
3398.jpg,18,0.7482
17422.jpg,13,0.4799
15144.jpg,11,0.7373
12049.jpg,7,0.8023
17186.jpg,2,0.8937
10382.jpg,11,0.6274
15785.jpg,4,0.7146
1305.jpg,9,0.8144
6276.jpg,13,0.4473
3004.jpg,13,0.6311
18188.jpg,14,0.6055
682.jpg,19,0.6713
4278.jpg,5,0.8365
16422.jpg,13,0.5044
1157.jpg,14,0.5462
17766.jpg,10,0.4740
7050.jpg,0,0.7665
11881.jpg,13,0.6334
8879.jpg,11,0.5886
17749.jpg,0,0.6819
2484.jpg,4,0.7739
17102.jpg,2,0.8414
19333.jpg,10,0.5649
11408.jpg,13,0.4568
8296.jpg,13,0.5460
7512.jpg,3,0.4853
15521.jpg,9,0.7290
5280.jpg,3,0.7184
16036.jpg,15,0.8423
8883.jpg,13,0.5611
15929.jpg,2,0.6748
5885.jpg,11,0.4791
12983.jpg,16,0.6787
11367.jpg,3,0.5523
19093.jpg,11,0.6919
3272.jpg,14,0.5025
12028.jpg,9,0.7610
19461.jpg,13,0.6127
19085.jpg,9,0.6699
1345.jpg,6,0.5694
583.jpg,13,0.6128
16209.jpg,7,0.7731
16237.jpg,7,0.7897
4955.jpg,4,0.8055
6589.jpg,13,0.5108
350.jpg,19,0.6461
9232.jpg,5,0.8470
12615.jpg,15,0.7182
14206.jpg,19,0.5451
9515.jpg,1,0.5709
12590.jpg,7,0.7599
14550.jpg,13,0.5131
13507.jpg,8,0.5235
13085.jpg,5,0.8468
2723.jpg,3,0.7884
12707.jpg,4,0.6627
8840.jpg,1,0.7212
5524.jpg,5,0.7357
3683.jpg,8,0.4833
1135.jpg,3,0.6332
1315.jpg,10,0.5472
5770.jpg,8,0.6103
3177.jpg,18,0.7304
18806.jpg,15,0.7393
1826.jpg,14,0.5938
8135.jpg,16,0.7223
2033.jpg,4,0.6180
9963.jpg,7,0.7400
231.jpg,8,0.5120
17984.jpg,7,0.7711
4123.jpg,3,0.5113
2045.jpg,14,0.5288
3449.jpg,19,0.7051
3309.jpg,1,0.6145
312.jpg,0,0.7134
15756.jpg,8,0.5334
740.jpg,1,0.4934
9007.jpg,5,0.7633
15625.jpg,3,0.6103
12673.jpg,14,0.5515
17819.jpg,5,0.8253
11217.jpg,7,0.6621
18348.jpg,0,0.5474
8702.jpg,2,0.8793
3242.jpg,13,0.4106
15380.jpg,1,0.6286
6192.jpg,18,0.7643
14879.jpg,10,0.6303
2528.jpg,19,0.6522
11000.jpg,4,0.5766
16251.jpg,13,0.4975
19035.jpg,15,0.7271
11327.jpg,16,0.8547
9304.jpg,13,0.5278
1822.jpg,15,0.6157
18039.jpg,5,0.8021
10678.jpg,2,0.7327
11015.jpg,11,0.5292
16544.jpg,10,0.7781
6814.jpg,2,0.7745
15098.jpg,8,0.5094
11374.jpg,7,0.7386
3485.jpg,13,0.6381
7640.jpg,5,0.8490
7243.jpg,13,0.4612
8185.jpg,14,0.5198
9856.jpg,18,0.7689
2579.jpg,3,0.6427
19030.jpg,1,0.6028
16811.jpg,14,0.5791
18237.jpg,19,0.7011
2323.jpg,3,0.6100
19880.jpg,13,0.4592
6114.jpg,12,0.7816
5158.jpg,7,0.7838
8994.jpg,12,0.8879
18.jpg,7,0.6158
6433.jpg,16,0.6407
2175.jpg,13,0.6339
3614.jpg,10,0.6620
13350.jpg,15,0.6433
15726.jpg,19,0.7339
2771.jpg,19,0.7583
18464.jpg,12,0.7061
18937.jpg,5,0.8251
9187.jpg,13,0.5404
111.jpg,5,0.8515
8728.jpg,7,0.7035
11838.jpg,16,0.6918
6452.jpg,6,0.7137
6924.jpg,11,0.5810
16101.jpg,4,0.6992
4717.jpg,13,0.5315
11506.jpg,16,0.6322
18987.jpg,13,0.4239
3514.jpg,16,0.7477
13063.jpg,19,0.6470
10704.jpg,18,0.6865
14404.jpg,8,0.4855
46.jpg,18,0.8320
8669.jpg,19,0.7459
17810.jpg,4,0.7583
19335.jpg,18,0.6734
19312.jpg,12,0.6797
2857.jpg,4,0.7535
12810.jpg,19,0.7270
16462.jpg,8,0.5157
16616.jpg,5,0.9076
8500.jpg,19,0.5699
16867.jpg,10,0.6056
17253.jpg,9,0.6780
5797.jpg,13,0.4282
16018.jpg,10,0.5138
4086.jpg,14,0.6859
2644.jpg,19,0.7107
10931.jpg,9,0.8631
6070.jpg,9,0.6146
9915.jpg,1,0.5712
3537.jpg,8,0.5284
15957.jpg,14,0.6181
11172.jpg,1,0.6019
15869.jpg,8,0.4890
11682.jpg,14,0.5537
19938.jpg,14,0.5377
4077.jpg,6,0.5284
16851.jpg,2,0.5611
15045.jpg,0,0.7153
14481.jpg,13,0.6481
4892.jpg,13,0.5886
7176.jpg,6,0.5987
370.jpg,4,0.6418
2729.jpg,18,0.8315
12664.jpg,7,0.7839
15934.jpg,11,0.4858
11456.jpg,12,0.9049
2365.jpg,7,0.8069
3821.jpg,17,0.5739
12502.jpg,12,0.7799
16216.jpg,14,0.6045
1552.jpg,5,0.7598
9274.jpg,13,0.5367
4436.jpg,1,0.6840
3799.jpg,13,0.4778
16951.jpg,4,0.6618
12288.jpg,13,0.4985
8685.jpg,3,0.5942
4618.jpg,16,0.7847
11512.jpg,19,0.6795
1551.jpg,15,0.7019
9240.jpg,19,0.7369
16680.jpg,5,0.8026
3458.jpg,13,0.5396
6111.jpg,16,0.6687
15848.jpg,14,0.6671
6495.jpg,2,0.8194
12269.jpg,19,0.6474
8619.jpg,5,0.8715
8865.jpg,19,0.7400
6767.jpg,3,0.5996
7907.jpg,11,0.6636
4195.jpg,4,0.6076
19382.jpg,4,0.7697
11666.jpg,7,0.7529
3510.jpg,6,0.5350
3938.jpg,0,0.7222
17526.jpg,9,0.5976
19057.jpg,16,0.8778
7702.jpg,10,0.6351
10337.jpg,17,0.7626
16439.jpg,2,0.7379
15494.jpg,0,0.6961
13203.jpg,0,0.7356
13805.jpg,19,0.6415
16073.jpg,13,0.6348
5650.jpg,4,0.8197
1867.jpg,19,0.6869
13413.jpg,6,0.7970
14030.jpg,6,0.6393
12434.jpg,3,0.6662
12741.jpg,1,0.6433
11384.jpg,16,0.7189
15258.jpg,13,0.6893
705.jpg,5,0.8388
6050.jpg,10,0.6430
11795.jpg,2,0.8600
19041.jpg,3,0.7036
5734.jpg,0,0.6709
19626.jpg,13,0.4760
6881.jpg,7,0.8297
8847.jpg,1,0.6253
19385.jpg,9,0.8113
10681.jpg,10,0.6606
7792.jpg,14,0.5094
15994.jpg,5,0.7795
5654.jpg,13,0.6111
3001.jpg,8,0.4745
12320.jpg,6,0.6430
2633.jpg,13,0.6038
16681.jpg,2,0.8797
12731.jpg,13,0.5284
12875.jpg,14,0.5155
13213.jpg,6,0.6985
6807.jpg,11,0.6981
4335.jpg,2,0.7523
5737.jpg,0,0.6359
3122.jpg,4,0.6462
6420.jpg,9,0.7255
12937.jpg,2,0.7174
4841.jpg,0,0.7904
17782.jpg,13,0.4299
8470.jpg,16,0.7193
17295.jpg,7,0.7308
16468.jpg,2,0.7108
4043.jpg,3,0.4922
4812.jpg,9,0.6866
14230.jpg,2,0.7539
17895.jpg,13,0.4869
287.jpg,4,0.7456
15061.jpg,9,0.5830
5404.jpg,14,0.5897
5337.jpg,3,0.5105
5965.jpg,18,0.7164
17986.jpg,5,0.8553
14168.jpg,10,0.6653
19525.jpg,4,0.6371
14261.jpg,14,0.4228
15507.jpg,4,0.6027
6413.jpg,1,0.6459
5976.jpg,19,0.6915
1835.jpg,2,0.6236
7477.jpg,3,0.8005
13451.jpg,19,0.5325
16529.jpg,3,0.5211
4076.jpg,19,0.6040
215.jpg,18,0.7391
17831.jpg,9,0.7569
9098.jpg,6,0.5089
5705.jpg,13,0.5116
961.jpg,3,0.7700
5867.jpg,2,0.6945
16770.jpg,2,0.8420
1896.jpg,3,0.5713
19403.jpg,11,0.6356
17439.jpg,2,0.7132
12872.jpg,11,0.5392
6553.jpg,17,0.7465
1355.jpg,14,0.5715
6275.jpg,8,0.6072
2766.jpg,15,0.7053
9188.jpg,2,0.6203
14443.jpg,5,0.7510
10929.jpg,11,0.6094
3417.jpg,7,0.7678
18558.jpg,4,0.5988
16589.jpg,11,0.5927
19886.jpg,14,0.5259
8812.jpg,4,0.7419
4664.jpg,2,0.8131
7078.jpg,9,0.6693
19188.jpg,3,0.6863
7167.jpg,12,0.6663
12208.jpg,14,0.6933
15063.jpg,8,0.5083
1150.jpg,2,0.8458
864.jpg,8,0.4468
12839.jpg,8,0.5684
14845.jpg,15,0.7427
17992.jpg,2,0.8902
19142.jpg,0,0.6265
9300.jpg,19,0.7563
6802.jpg,13,0.6111
17777.jpg,13,0.4726
11634.jpg,18,0.7533
13945.jpg,14,0.5896
6550.jpg,2,0.6893
18023.jpg,19,0.5352
16212.jpg,18,0.6277
10484.jpg,13,0.6498
8118.jpg,19,0.7247
10948.jpg,15,0.8069
17035.jpg,0,0.6031
18946.jpg,13,0.4161
16636.jpg,13,0.5466
14199.jpg,3,0.5768
16845.jpg,10,0.5046
11458.jpg,7,0.6056
16652.jpg,8,0.5689
13993.jpg,17,0.6524
10511.jpg,15,0.7291
15673.jpg,6,0.6661
11762.jpg,0,0.6899
9056.jpg,2,0.8449
4722.jpg,13,0.4793
3580.jpg,7,0.6286
15969.jpg,2,0.7197
6106.jpg,13,0.5654
12583.jpg,19,0.6497
12437.jpg,0,0.7333
10691.jpg,8,0.5826
9341.jpg,4,0.7077
6782.jpg,3,0.5767
18409.jpg,16,0.6115
4395.jpg,3,0.6708
6803.jpg,19,0.6286
12456.jpg,16,0.7003
552.jpg,16,0.6986
4561.jpg,2,0.6351
18350.jpg,14,0.5834
17979.jpg,1,0.5711
2955.jpg,15,0.6648
10095.jpg,13,0.5901
11417.jpg,6,0.7560
10350.jpg,1,0.6634
7664.jpg,9,0.7359
13833.jpg,3,0.6292
688.jpg,6,0.5617
12649.jpg,11,0.7112
19785.jpg,16,0.6558
7996.jpg,4,0.6018
856.jpg,4,0.5725
19409.jpg,3,0.7182
17522.jpg,14,0.6037
11972.jpg,6,0.5049
5829.jpg,13,0.7233
8720.jpg,2,0.6919
14232.jpg,5,0.7954
15351.jpg,18,0.6769
12161.jpg,5,0.7418
10850.jpg,13,0.4734
14248.jpg,13,0.4647
7818.jpg,16,0.7987
8322.jpg,16,0.8166
6149.jpg,13,0.4793
3091.jpg,0,0.8177
18136.jpg,19,0.7767
9818.jpg,11,0.6387
7779.jpg,15,0.6983
6911.jpg,13,0.7236
18910.jpg,11,0.6817
2620.jpg,0,0.7962
19567.jpg,9,0.7779
10301.jpg,13,0.3743
3251.jpg,4,0.5507
19176.jpg,9,0.7453
2230.jpg,2,0.8594
14303.jpg,18,0.6876
4793.jpg,12,0.6955
12540.jpg,3,0.6119
15178.jpg,18,0.6599
1763.jpg,14,0.5711
10024.jpg,2,0.7205
2945.jpg,8,0.5376
16265.jpg,12,0.7914
14282.jpg,5,0.7407
2153.jpg,6,0.6454
17400.jpg,14,0.4554
1333.jpg,11,0.5725
3834.jpg,13,0.4935
3899.jpg,14,0.6041
8903.jpg,16,0.7782
19324.jpg,18,0.6541
1640.jpg,3,0.6831
11206.jpg,19,0.6717
19375.jpg,19,0.6618
197.jpg,12,0.8837
7625.jpg,16,0.6901
9418.jpg,7,0.6595
1904.jpg,7,0.6503
19879.jpg,10,0.6056
9055.jpg,7,0.6277
16923.jpg,11,0.5611
18367.jpg,10,0.6265
10777.jpg,5,0.8477
3314.jpg,10,0.5700
16857.jpg,9,0.7417
16624.jpg,13,0.4289
14512.jpg,12,0.8869
5310.jpg,14,0.5600
10299.jpg,0,0.5748
16335.jpg,7,0.7240
6060.jpg,7,0.7220
11202.jpg,3,0.5502
16129.jpg,19,0.6550
14291.jpg,13,0.4971
5050.jpg,3,0.6581
3708.jpg,18,0.6131
8252.jpg,7,0.8034
11843.jpg,19,0.5405
5744.jpg,2,0.6488
2349.jpg,8,0.5327
5090.jpg,5,0.9062
5480.jpg,11,0.7482
15920.jpg,15,0.7299
12363.jpg,2,0.7085
10791.jpg,11,0.5362
8271.jpg,14,0.5700
19736.jpg,4,0.6236
8425.jpg,15,0.7456
65.jpg,17,0.5923
3444.jpg,19,0.7635
8359.jpg,6,0.4491
6794.jpg,4,0.5633
9159.jpg,3,0.5761
4182.jpg,16,0.6448
9244.jpg,3,0.5749
4382.jpg,15,0.6812
18519.jpg,3,0.5486
3249.jpg,1,0.5954
1324.jpg,14,0.5949
6460.jpg,7,0.6476
12387.jpg,5,0.7970
11119.jpg,8,0.6546
4747.jpg,4,0.5760
8913.jpg,16,0.7661
18145.jpg,16,0.7235
10667.jpg,13,0.5503
15214.jpg,17,0.5935
13583.jpg,3,0.6466
10781.jpg,15,0.5650
6101.jpg,17,0.5406
13546.jpg,5,0.8005
10750.jpg,3,0.7925
15616.jpg,5,0.8157
15518.jpg,10,0.6312
19178.jpg,13,0.5390
17068.jpg,19,0.7061
6530.jpg,11,0.5248
19681.jpg,14,0.6623
18423.jpg,1,0.6585
14504.jpg,10,0.6812
10660.jpg,9,0.5918
5418.jpg,14,0.3959
3530.jpg,3,0.6457
134.jpg,6,0.5923
15082.jpg,3,0.5696
16333.jpg,15,0.7591
5912.jpg,5,0.8175
10851.jpg,16,0.8323
3687.jpg,1,0.6579
15911.jpg,8,0.6844
14852.jpg,14,0.6037
12205.jpg,14,0.6616
6243.jpg,8,0.6100
16531.jpg,16,0.7608
1777.jpg,1,0.7604
17095.jpg,0,0.8075
5235.jpg,19,0.6026
17818.jpg,7,0.5779
16852.jpg,16,0.6273
16029.jpg,11,0.5048
1332.jpg,19,0.6431
18842.jpg,9,0.8237
4322.jpg,6,0.6803
18868.jpg,4,0.7002
9541.jpg,2,0.8858
6208.jpg,9,0.7692
19246.jpg,15,0.7453
14739.jpg,3,0.5077
6274.jpg,13,0.6460
11476.jpg,16,0.8596
495.jpg,19,0.6550
17543.jpg,0,0.6033
8357.jpg,9,0.6107
7750.jpg,19,0.6982
2724.jpg,7,0.6384
8980.jpg,18,0.8735
13207.jpg,9,0.7032
19724.jpg,16,0.7773
15221.jpg,7,0.6898
15721.jpg,16,0.7308
7404.jpg,18,0.7077
1143.jpg,8,0.5708
15839.jpg,4,0.6548
3773.jpg,4,0.7249
15255.jpg,13,0.5584
15452.jpg,3,0.6542
9224.jpg,6,0.6271
2728.jpg,14,0.5815
4776.jpg,5,0.7359
17570.jpg,8,0.6029
12955.jpg,7,0.7076
4283.jpg,19,0.7450
17889.jpg,13,0.5640
16245.jpg,8,0.5647
17949.jpg,11,0.4689
7732.jpg,9,0.6858
4946.jpg,19,0.5563
16261.jpg,19,0.6866
7303.jpg,3,0.8439
17734.jpg,0,0.7102
14877.jpg,15,0.6779
8074.jpg,0,0.6574
6108.jpg,2,0.8177
11023.jpg,2,0.7385
8732.jpg,0,0.6201
3951.jpg,3,0.7107
3351.jpg,19,0.7538
17205.jpg,9,0.7116
16453.jpg,10,0.7132
19139.jpg,19,0.6717
6273.jpg,2,0.8384
5361.jpg,19,0.7057
4093.jpg,19,0.7717
12833.jpg,7,0.6788
7989.jpg,1,0.5477
9929.jpg,3,0.5793
7126.jpg,0,0.6213
2817.jpg,2,0.8386
4072.jpg,14,0.5220
5920.jpg,8,0.4592
9616.jpg,2,0.8457
10633.jpg,1,0.7132
845.jpg,10,0.7510
11197.jpg,7,0.6482
14201.jpg,13,0.5531
5875.jpg,16,0.6533
3496.jpg,9,0.6236
16504.jpg,4,0.6877
16428.jpg,9,0.6338
16785.jpg,4,0.6501
2094.jpg,4,0.6526
10592.jpg,3,0.5812
2772.jpg,5,0.7060
12715.jpg,19,0.7388
4088.jpg,8,0.5279
18000.jpg,7,0.8248
16585.jpg,3,0.5112
16603.jpg,7,0.8052
1789.jpg,6,0.6034
7394.jpg,11,0.7059
11377.jpg,2,0.6499
2211.jpg,8,0.4927
12438.jpg,2,0.7383
1944.jpg,6,0.5551
16515.jpg,19,0.7767
17065.jpg,13,0.4587
15593.jpg,3,0.6152
3575.jpg,2,0.8174
14949.jpg,2,0.6129
14437.jpg,11,0.5481
8544.jpg,3,0.5931
10470.jpg,18,0.7096
5099.jpg,14,0.5565
13307.jpg,5,0.8980
18897.jpg,7,0.6100
19219.jpg,3,0.5781
1686.jpg,19,0.6225
7899.jpg,17,0.7338
9822.jpg,13,0.7475
14649.jpg,9,0.6356
5804.jpg,9,0.6608
14622.jpg,19,0.6050
453.jpg,18,0.8156
17933.jpg,4,0.8320
13810.jpg,2,0.8242
2891.jpg,10,0.6214
15073.jpg,12,0.7087
8382.jpg,13,0.4697
18757.jpg,4,0.6134
13557.jpg,13,0.4841
12174.jpg,9,0.7261
9323.jpg,13,0.5043
8784.jpg,13,0.5178
18040.jpg,18,0.8078
13064.jpg,7,0.7064
4700.jpg,15,0.6848
17910.jpg,18,0.6390
11565.jpg,3,0.6282
6445.jpg,6,0.4828
4137.jpg,13,0.6145
15688.jpg,2,0.7396
3892.jpg,6,0.5056
16176.jpg,11,0.6354
4631.jpg,8,0.5443
11154.jpg,12,0.6532
19805.jpg,1,0.6319
19665.jpg,10,0.4831
15161.jpg,12,0.7717
1533.jpg,6,0.6099
9850.jpg,19,0.6310
9385.jpg,3,0.6488
7060.jpg,19,0.6472
4465.jpg,11,0.6069
3354.jpg,14,0.5138
13096.jpg,16,0.7043
6145.jpg,15,0.8356
16414.jpg,6,0.6945
19064.jpg,2,0.8092
9258.jpg,13,0.5276
9248.jpg,19,0.7299
13573.jpg,13,0.5845
6119.jpg,11,0.5526
12458.jpg,8,0.5716
9502.jpg,14,0.5674
6090.jpg,13,0.5991
18804.jpg,7,0.6145
7848.jpg,19,0.7963
8830.jpg,19,0.5261
19877.jpg,7,0.6588
2187.jpg,11,0.7055
16548.jpg,4,0.6603
9116.jpg,0,0.5766
6317.jpg,9,0.6732
9550.jpg,1,0.6354
1230.jpg,15,0.7779
2893.jpg,6,0.6198
1154.jpg,9,0.6744
11170.jpg,1,0.7363
937.jpg,4,0.5812
8086.jpg,18,0.8774
4763.jpg,14,0.5169
4798.jpg,15,0.6186
18521.jpg,4,0.8294
19368.jpg,1,0.7960
7895.jpg,3,0.5409
570.jpg,3,0.7063
17267.jpg,3,0.6470
6667.jpg,10,0.8201
2227.jpg,10,0.5539
11320.jpg,3,0.5009
12221.jpg,7,0.8020
15644.jpg,9,0.7964
3437.jpg,19,0.7456
7624.jpg,14,0.6072
18002.jpg,7,0.6778
18294.jpg,14,0.5839
4105.jpg,13,0.4525
19213.jpg,13,0.4926
16122.jpg,3,0.5682
12278.jpg,8,0.5745
677.jpg,12,0.7211
5902.jpg,6,0.4678
19825.jpg,0,0.6454
3390.jpg,13,0.5862
2465.jpg,7,0.6162
13234.jpg,0,0.5806
5678.jpg,13,0.6258
1229.jpg,2,0.8693
17690.jpg,16,0.8175
9697.jpg,2,0.5848
10989.jpg,6,0.6022
6809.jpg,11,0.5646
122.jpg,4,0.7171
19227.jpg,13,0.5782
1271.jpg,4,0.5553
8675.jpg,4,0.6578
9734.jpg,5,0.7641
12870.jpg,3,0.6795
15747.jpg,2,0.6725
4627.jpg,1,0.5329
1401.jpg,6,0.6138
16150.jpg,11,0.6981
19239.jpg,15,0.6520
15042.jpg,6,0.6943
11411.jpg,6,0.5940
14452.jpg,8,0.4902
13491.jpg,11,0.7385
3305.jpg,4,0.6530
8551.jpg,11,0.5220
14873.jpg,0,0.7487
12218.jpg,14,0.5434
8707.jpg,1,0.8602
7631.jpg,13,0.5229
2937.jpg,14,0.5899
19515.jpg,3,0.6967
931.jpg,0,0.5416
18955.jpg,14,0.5466
3412.jpg,8,0.5273
12992.jpg,19,0.5428
2535.jpg,16,0.8118
2328.jpg,10,0.6902
12730.jpg,13,0.4980
13037.jpg,13,0.5499
3737.jpg,0,0.8784
3119.jpg,19,0.6315
4832.jpg,0,0.6265
2773.jpg,5,0.7594
16007.jpg,1,0.5906
2031.jpg,2,0.8033
10738.jpg,3,0.5914
6699.jpg,11,0.4350
10514.jpg,4,0.6940
8738.jpg,2,0.7851
975.jpg,8,0.6720
3421.jpg,3,0.5164
5736.jpg,16,0.8012
2259.jpg,3,0.5253
14705.jpg,8,0.4891
3602.jpg,9,0.6310
13741.jpg,13,0.6105
5663.jpg,14,0.5244
2183.jpg,1,0.6158
8043.jpg,2,0.6687
7706.jpg,11,0.5718
3378.jpg,18,0.6730
10548.jpg,5,0.8159
18876.jpg,6,0.8209
3162.jpg,3,0.7087
954.jpg,11,0.5523
15146.jpg,16,0.6835
3430.jpg,0,0.6660
8315.jpg,7,0.8484
1860.jpg,10,0.5198
14355.jpg,2,0.6736
6334.jpg,5,0.7957
6388.jpg,9,0.6275
4187.jpg,11,0.6279
9346.jpg,11,0.5913
15289.jpg,3,0.6013
7933.jpg,19,0.7157
11309.jpg,14,0.5153
4261.jpg,15,0.5900
11067.jpg,8,0.5778
128.jpg,13,0.5423
17816.jpg,6,0.7535
17385.jpg,0,0.6606
8845.jpg,19,0.6283
1827.jpg,13,0.6853
13624.jpg,7,0.7449
16047.jpg,0,0.6742
9336.jpg,11,0.5643
12541.jpg,19,0.6451
15560.jpg,11,0.7974
9031.jpg,6,0.5851
9973.jpg,5,0.7972
5071.jpg,8,0.4714
1614.jpg,11,0.5914
7931.jpg,1,0.5921
12315.jpg,7,0.7346
5552.jpg,12,0.7935
8106.jpg,14,0.5651
19170.jpg,15,0.6134
7091.jpg,12,0.8574
11886.jpg,8,0.5625
15680.jpg,2,0.7557
14300.jpg,15,0.6801
18303.jpg,8,0.5039
12172.jpg,3,0.5465
14751.jpg,2,0.8276
17998.jpg,3,0.5685
14406.jpg,12,0.6651
12494.jpg,16,0.6187
11725.jpg,2,0.6445
10900.jpg,13,0.5097
15154.jpg,8,0.5190
16805.jpg,14,0.6027
2956.jpg,10,0.5997
1743.jpg,14,0.5519
14412.jpg,2,0.8349
12828.jpg,15,0.5814
7254.jpg,11,0.5074
15831.jpg,7,0.6715
2275.jpg,2,0.7853
484.jpg,1,0.6458
15562.jpg,6,0.5343
1338.jpg,7,0.6864
7112.jpg,13,0.4656
12820.jpg,1,0.7022
1888.jpg,16,0.6258
19167.jpg,7,0.6341
1831.jpg,6,0.7387
18890.jpg,18,0.8018
15488.jpg,14,0.6106
18865.jpg,3,0.6085
10423.jpg,8,0.5584
11605.jpg,2,0.7036
16977.jpg,12,0.7936
19002.jpg,15,0.7438
9644.jpg,7,0.7690
14285.jpg,15,0.5710
7820.jpg,16,0.7250
238.jpg,5,0.7420
16266.jpg,13,0.4669
10867.jpg,9,0.7141
807.jpg,7,0.7132
14991.jpg,2,0.7078
18819.jpg,18,0.6815
2637.jpg,11,0.5520
3658.jpg,13,0.5179
3976.jpg,5,0.8169
18375.jpg,5,0.9030
9198.jpg,16,0.7667
19577.jpg,1,0.5343
10151.jpg,5,0.8305
11907.jpg,14,0.4748
17660.jpg,11,0.5096
12372.jpg,8,0.5720
9595.jpg,16,0.7772
4958.jpg,15,0.6545
8186.jpg,14,0.5831
561.jpg,11,0.5728
17157.jpg,14,0.6639
16499.jpg,11,0.4858
10806.jpg,11,0.8078
17106.jpg,15,0.8467
1091.jpg,0,0.8278
2148.jpg,1,0.4826
2002.jpg,9,0.6616
13463.jpg,1,0.6920
16438.jpg,16,0.7863
9589.jpg,19,0.5927
868.jpg,15,0.6733
7978.jpg,16,0.7191
16848.jpg,11,0.7309
18981.jpg,9,0.6079
18009.jpg,14,0.5859
5618.jpg,18,0.7338
19802.jpg,13,0.5822
14964.jpg,7,0.6548
67.jpg,19,0.5074
8424.jpg,14,0.5758
4110.jpg,8,0.5067
288.jpg,16,0.7846
1211.jpg,4,0.6711
12284.jpg,7,0.6115
11721.jpg,8,0.5128
1699.jpg,14,0.5680
16622.jpg,8,0.6443
6166.jpg,1,0.5577
1603.jpg,11,0.6390
19936.jpg,11,0.5458
16491.jpg,13,0.4834
5449.jpg,6,0.5094
12554.jpg,2,0.9192
1354.jpg,4,0.6017
8419.jpg,11,0.5213
19070.jpg,11,0.7530
17122.jpg,10,0.6784
18914.jpg,9,0.7230
8640.jpg,6,0.6258
8141.jpg,13,0.4581
10700.jpg,15,0.7908
12427.jpg,0,0.5417
4704.jpg,1,0.7208
7687.jpg,13,0.5190
6322.jpg,12,0.7629
18429.jpg,15,0.7054
19247.jpg,7,0.6426
18134.jpg,9,0.7763
12639.jpg,7,0.7516
9415.jpg,18,0.6985
1918.jpg,1,0.7309
8142.jpg,2,0.7165
15840.jpg,1,0.6033
2912.jpg,11,0.5284
15670.jpg,16,0.8153
950.jpg,10,0.5717
16972.jpg,4,0.6505
2977.jpg,13,0.4642
5166.jpg,4,0.6127
15318.jpg,8,0.5501
2573.jpg,13,0.5014
8928.jpg,11,0.5306
19034.jpg,14,0.5456
1908.jpg,19,0.6689
19493.jpg,6,0.5368
18732.jpg,11,0.6864
4616.jpg,19,0.7160
2020.jpg,11,0.6121
15327.jpg,15,0.8384
18452.jpg,13,0.5081
6537.jpg,2,0.8415
10304.jpg,19,0.5992
16539.jpg,11,0.5930
15897.jpg,0,0.7541
3996.jpg,13,0.4877
11944.jpg,19,0.7475
1740.jpg,19,0.7341
2387.jpg,3,0.6590
15471.jpg,19,0.6261
620.jpg,19,0.5959
